Time,Date,Day of the week,CarCount,BikeCount,BusCount,TruckCount,Total,Traffic Situation,Kategori Waktu
8:30:00 AM,15,7,113,18,28,1,160,4,0
8:45:00 AM,15,7,118,36,37,0,191,3,0
9:00:00 AM,15,7,113,35,48,3,199,3,0
9:15:00 AM,15,7,66,7,22,30,125,4,0
9:30:00 AM,15,7,64,12,27,8,111,2,0
9:45:00 AM,15,7,37,5,13,11,66,1,0
10:00:00 AM,15,7,82,17,31,20,150,4,1
10:15:00 AM,15,7,63,5,23,12,103,2,1
10:30:00 AM,15,7,20,12,16,24,72,2,1
10:45:00 AM,15,7,46,5,34,9,94,2,1
11:00:00 AM,15,7,35,9,8,29,81,2,1
11:15:00 AM,15,7,33,9,11,21,74,2,1
11:30:00 AM,15,7,32,9,10,30,81,2,1
11:45:00 AM,15,7,62,10,6,22,100,2,1
12:00:00 PM,15,7,62,10,11,22,105,2,1
12:15:00 PM,15,7,54,10,12,25,101,2,1
12:30:00 PM,15,7,48,8,15,23,94,2,1
12:45:00 PM,15,7,20,10,12,24,66,2,1
1:00:00 PM,15,7,35,10,5,30,80,2,1
1:15:00 PM,15,7,112,15,40,10,177,3,1
1:30:00 PM,15,7,51,21,25,13,110,2,1
1:45:00 PM,15,7,53,12,23,8,96,2,1
2:00:00 PM,15,7,63,22,18,15,118,2,1
2:15:00 PM,15,7,50,23,16,8,97,2,1
2:30:00 PM,15,7,94,20,35,17,166,4,1
2:45:00 PM,15,7,7,27,39,17,90,2,1
3:00:00 PM,15,7,109,18,13,6,146,2,2
3:15:00 PM,15,7,18,27,19,6,70,2,2
3:30:00 PM,15,7,21,30,5,5,61,1,2
3:45:00 PM,15,7,49,16,9,12,86,1,2
4:00:00 PM,15,7,129,28,40,6,203,3,2
4:15:00 PM,15,7,141,18,28,8,195,3,2
4:30:00 PM,15,7,131,14,43,7,195,3,2
4:45:00 PM,15,7,105,38,23,5,171,3,2
5:00:00 PM,15,7,125,35,37,5,202,3,2
5:15:00 PM,15,7,127,36,42,9,214,3,2
5:30:00 PM,15,7,129,22,25,9,185,3,2
5:45:00 PM,15,7,121,39,47,8,215,3,2
6:00:00 PM,15,7,138,29,42,9,218,3,3
6:15:00 PM,15,7,119,26,21,5,171,3,3
6:30:00 PM,15,7,138,17,48,8,211,3,3
6:45:00 PM,15,7,72,12,14,32,130,4,3
7:00:00 PM,15,7,92,23,20,30,165,4,3
7:15:00 PM,15,7,94,17,11,24,146,4,3
7:30:00 PM,15,7,102,25,12,24,163,4,3
7:45:00 PM,15,7,71,23,17,14,125,2,3
8:00:00 PM,15,7,58,5,19,25,107,2,3
8:15:00 PM,15,7,93,22,18,10,143,2,3
8:30:00 PM,15,7,59,23,10,35,127,4,3
8:45:00 PM,15,7,57,20,10,20,107,2,3
9:00:00 PM,15,7,96,9,18,25,148,4,3
9:15:00 PM,15,7,104,12,16,20,152,2,3
9:30:00 PM,15,7,104,22,17,23,166,4,3
9:45:00 PM,15,7,88,8,11,29,136,4,3
10:00:00 PM,15,7,20,3,0,16,39,2,4
10:15:00 PM,15,7,17,2,1,30,50,2,4
10:30:00 PM,15,7,17,4,0,23,44,2,4
10:45:00 PM,15,7,15,5,0,21,41,2,4
11:00:00 PM,15,7,10,0,1,31,42,2,4
11:15:00 PM,15,7,11,1,1,19,32,2,4
11:30:00 PM,15,7,12,2,0,29,43,2,4
11:45:00 PM,15,7,11,0,1,11,23,1,4
12:00:00 AM,16,1,18,4,1,28,51,2,4
12:15:00 AM,16,1,13,3,0,26,42,2,4
12:30:00 AM,16,1,16,3,0,34,53,2,4
12:45:00 AM,16,1,16,4,0,35,55,2,4
1:00:00 AM,16,1,20,2,1,33,56,2,4
1:15:00 AM,16,1,14,4,1,28,47,2,4
1:30:00 AM,16,1,11,4,1,19,35,2,4
1:45:00 AM,16,1,19,4,0,17,40,2,4
2:00:00 AM,16,1,18,3,1,26,48,2,4
2:15:00 AM,16,1,10,1,1,21,33,2,4
2:30:00 AM,16,1,20,5,1,40,66,2,4
2:45:00 AM,16,1,11,5,0,37,53,2,4
3:00:00 AM,16,1,15,4,1,29,49,2,4
3:15:00 AM,16,1,16,2,1,27,46,2,4
3:30:00 AM,16,1,10,3,1,23,37,2,4
3:45:00 AM,16,1,16,5,1,31,53,2,4
4:00:00 AM,16,1,20,0,1,30,51,2,4
4:15:00 AM,16,1,61,4,5,17,87,2,4
4:30:00 AM,16,1,91,8,6,2,107,1,4
4:45:00 AM,16,1,94,4,5,2,105,1,4
5:00:00 AM,16,1,117,8,6,16,147,2,4
5:15:00 AM,16,1,111,14,10,14,149,2,4
5:30:00 AM,16,1,91,2,3,5,101,1,4
5:45:00 AM,16,1,96,9,1,16,122,2,4
6:00:00 AM,16,1,134,15,42,5,196,3,0
6:15:00 AM,16,1,121,35,39,4,199,3,0
6:30:00 AM,16,1,118,40,40,3,201,3,0
6:45:00 AM,16,1,115,17,40,1,173,3,0
7:00:00 AM,16,1,106,22,37,0,165,4,0
7:15:00 AM,16,1,147,26,40,0,213,3,0
7:30:00 AM,16,1,102,13,31,2,148,4,0
7:45:00 AM,16,1,102,12,24,3,141,2,0
8:00:00 AM,16,1,130,40,31,2,203,3,0
8:15:00 AM,16,1,102,17,33,0,152,4,0
8:30:00 AM,16,1,105,13,48,5,171,3,0
8:45:00 AM,16,1,129,24,25,0,178,3,0
9:00:00 AM,16,1,117,11,45,0,173,3,0
9:15:00 AM,16,1,74,14,23,21,132,4,0
9:30:00 AM,16,1,80,14,35,18,147,4,0
9:45:00 AM,16,1,31,7,34,24,96,2,0
10:00:00 AM,16,1,18,15,9,15,57,2,1
10:15:00 AM,16,1,15,10,23,20,68,2,1
10:30:00 AM,16,1,37,18,8,16,79,2,1
10:45:00 AM,16,1,10,7,5,14,36,2,1
11:00:00 AM,16,1,54,6,15,23,98,2,1
11:15:00 AM,16,1,34,7,5,24,70,2,1
11:30:00 AM,16,1,50,7,8,21,86,2,1
11:45:00 AM,16,1,44,9,10,24,87,2,1
12:00:00 PM,16,1,63,8,15,24,110,2,1
12:15:00 PM,16,1,56,6,6,29,97,2,1
12:30:00 PM,16,1,69,5,13,27,114,4,1
12:45:00 PM,16,1,39,5,3,30,77,2,1
1:00:00 PM,16,1,61,10,14,24,109,2,1
1:15:00 PM,16,1,61,30,5,20,116,2,1
1:30:00 PM,16,1,20,17,9,5,51,1,1
1:45:00 PM,16,1,70,22,38,7,137,4,1
2:00:00 PM,16,1,25,30,31,9,95,2,1
2:15:00 PM,16,1,23,13,12,6,54,1,1
2:30:00 PM,16,1,105,30,24,8,167,2,1
2:45:00 PM,16,1,107,10,6,6,129,2,1
3:00:00 PM,16,1,40,20,36,7,103,2,2
3:15:00 PM,16,1,74,18,37,11,140,4,2
3:30:00 PM,16,1,62,15,8,11,96,1,2
3:45:00 PM,16,1,81,20,14,12,127,2,2
4:00:00 PM,16,1,111,32,43,5,191,3,2
4:15:00 PM,16,1,145,12,41,6,204,3,2
4:30:00 PM,16,1,139,11,20,7,177,3,2
4:45:00 PM,16,1,129,40,31,10,210,3,2
5:00:00 PM,16,1,128,22,28,8,186,3,2
5:15:00 PM,16,1,103,17,23,8,151,2,2
5:30:00 PM,16,1,127,32,29,7,195,3,2
5:45:00 PM,16,1,120,35,44,8,207,3,2
6:00:00 PM,16,1,106,11,41,7,165,4,3
6:15:00 PM,16,1,114,40,31,5,190,3,3
6:30:00 PM,16,1,101,13,20,7,141,2,3
6:45:00 PM,16,1,110,25,19,34,188,3,3
7:00:00 PM,16,1,108,6,17,23,154,4,3
7:15:00 PM,16,1,104,12,10,10,136,2,3
7:30:00 PM,16,1,102,22,17,23,164,4,3
7:45:00 PM,16,1,77,19,16,8,120,2,3
8:00:00 PM,16,1,70,16,19,33,138,4,3
8:15:00 PM,16,1,75,9,13,28,125,4,3
8:30:00 PM,16,1,95,9,16,29,149,4,3
8:45:00 PM,16,1,77,17,17,22,133,4,3
9:00:00 PM,16,1,73,16,14,34,137,4,3
9:15:00 PM,16,1,59,7,18,12,96,2,3
9:30:00 PM,16,1,54,20,10,9,93,1,3
9:45:00 PM,16,1,90,6,18,32,146,4,3
10:00:00 PM,16,1,15,5,1,32,53,2,4
10:15:00 PM,16,1,12,1,0,11,24,1,4
10:30:00 PM,16,1,17,2,0,28,47,2,4
10:45:00 PM,16,1,13,5,1,12,31,1,4
11:00:00 PM,16,1,15,5,0,21,41,2,4
11:15:00 PM,16,1,18,4,0,11,33,1,4
11:30:00 PM,16,1,12,4,0,21,37,2,4
11:45:00 PM,16,1,10,4,1,12,27,1,4
12:00:00 AM,17,2,15,2,0,25,42,2,4
12:15:00 AM,17,2,11,0,0,24,35,2,4
12:30:00 AM,17,2,15,2,1,15,33,2,4
12:45:00 AM,17,2,20,3,1,29,53,2,4
1:00:00 AM,17,2,17,2,0,24,43,2,4
1:15:00 AM,17,2,19,5,1,26,51,2,4
1:30:00 AM,17,2,20,3,1,32,56,2,4
1:45:00 AM,17,2,15,3,0,19,37,2,4
2:00:00 AM,17,2,13,5,0,17,35,2,4
2:15:00 AM,17,2,12,5,1,19,37,2,4
2:30:00 AM,17,2,10,2,0,27,39,2,4
2:45:00 AM,17,2,20,4,1,23,48,2,4
3:00:00 AM,17,2,14,0,0,16,30,2,4
3:15:00 AM,17,2,12,4,1,28,45,2,4
3:30:00 AM,17,2,19,2,0,20,41,2,4
3:45:00 AM,17,2,20,2,1,19,42,2,4
4:00:00 AM,17,2,16,0,0,36,52,2,4
4:15:00 AM,17,2,62,20,4,18,104,2,4
4:30:00 AM,17,2,50,13,2,14,79,2,4
4:45:00 AM,17,2,101,3,6,6,116,2,4
5:00:00 AM,17,2,94,15,2,9,120,2,4
5:15:00 AM,17,2,68,10,8,1,87,1,4
5:30:00 AM,17,2,95,3,8,20,126,2,4
5:45:00 AM,17,2,113,7,10,16,146,2,4
6:00:00 AM,17,2,106,13,39,1,159,4,0
6:15:00 AM,17,2,105,32,47,4,188,3,0
6:30:00 AM,17,2,150,19,34,4,207,3,0
6:45:00 AM,17,2,137,38,39,2,216,3,0
7:00:00 AM,17,2,113,11,32,1,157,4,0
7:15:00 AM,17,2,117,30,26,5,178,3,0
7:30:00 AM,17,2,130,10,37,1,178,3,0
7:45:00 AM,17,2,150,32,31,1,214,3,0
8:00:00 AM,17,2,146,10,30,3,189,3,0
8:15:00 AM,17,2,123,24,46,2,195,3,0
8:30:00 AM,17,2,110,24,26,4,164,4,0
8:45:00 AM,17,2,111,33,31,2,177,3,0
9:00:00 AM,17,2,132,18,32,2,184,3,0
9:15:00 AM,17,2,66,16,22,13,117,2,0
9:30:00 AM,17,2,45,24,5,23,97,2,0
9:45:00 AM,17,2,92,19,15,7,133,2,0
10:00:00 AM,17,2,78,22,16,25,141,4,1
10:15:00 AM,17,2,90,2,15,18,125,2,1
10:30:00 AM,17,2,23,2,37,9,71,2,1
10:45:00 AM,17,2,17,5,6,20,48,2,1
11:00:00 AM,17,2,41,5,4,24,74,2,1
11:15:00 AM,17,2,32,5,15,26,78,2,1
11:30:00 AM,17,2,65,7,7,22,101,2,1
11:45:00 AM,17,2,22,6,3,25,56,2,1
12:00:00 PM,17,2,54,7,4,28,93,2,1
12:15:00 PM,17,2,38,5,8,28,79,2,1
12:30:00 PM,17,2,59,7,15,23,104,2,1
12:45:00 PM,17,2,34,8,10,23,75,2,1
1:00:00 PM,17,2,28,6,3,27,64,2,1
1:15:00 PM,17,2,7,16,11,14,48,2,1
1:30:00 PM,17,2,8,12,22,8,50,2,1
1:45:00 PM,17,2,42,25,38,18,123,4,1
2:00:00 PM,17,2,82,13,28,5,128,4,1
2:15:00 PM,17,2,14,24,26,9,73,2,1
2:30:00 PM,17,2,39,25,33,9,106,2,1
2:45:00 PM,17,2,47,14,29,6,96,2,1
3:00:00 PM,17,2,120,20,21,18,179,3,2
3:15:00 PM,17,2,114,11,39,10,174,3,2
3:30:00 PM,17,2,99,24,30,10,163,4,2
3:45:00 PM,17,2,78,18,30,8,134,4,2
4:00:00 PM,17,2,144,40,29,10,223,2,2
4:15:00 PM,17,2,107,28,38,9,182,3,2
4:30:00 PM,17,2,123,28,24,10,185,3,2
4:45:00 PM,17,2,126,15,28,6,175,3,2
5:00:00 PM,17,2,147,28,23,5,203,3,2
5:15:00 PM,17,2,100,21,33,7,161,4,2
5:30:00 PM,17,2,113,12,22,6,153,2,2
5:45:00 PM,17,2,130,34,30,6,200,3,2
6:00:00 PM,17,2,118,40,29,10,197,3,3
6:15:00 PM,17,2,113,38,44,9,204,3,3
6:30:00 PM,17,2,117,29,29,9,184,3,3
6:45:00 PM,17,2,106,12,20,32,170,3,3
7:00:00 PM,17,2,96,11,15,14,136,2,3
7:15:00 PM,17,2,58,11,14,24,107,2,3
7:30:00 PM,17,2,76,22,10,9,117,2,3
7:45:00 PM,17,2,66,6,12,33,117,4,3
8:00:00 PM,17,2,61,23,13,18,115,2,3
8:15:00 PM,17,2,93,6,15,17,131,2,3
8:30:00 PM,17,2,51,11,16,26,104,2,3
8:45:00 PM,17,2,86,6,12,9,113,2,3
9:00:00 PM,17,2,77,15,12,29,133,4,3
9:15:00 PM,17,2,84,15,16,8,123,2,3
9:30:00 PM,17,2,103,12,15,10,140,2,3
9:45:00 PM,17,2,60,9,11,27,107,2,3
10:00:00 PM,17,2,14,1,1,22,38,2,4
10:15:00 PM,17,2,14,2,0,35,51,2,4
10:30:00 PM,17,2,13,1,1,31,46,2,4
10:45:00 PM,17,2,19,0,1,22,42,2,4
11:00:00 PM,17,2,13,4,0,28,45,2,4
11:15:00 PM,17,2,13,1,0,26,40,2,4
11:30:00 PM,17,2,12,0,1,34,47,2,4
11:45:00 PM,17,2,20,1,1,38,60,2,4
12:00:00 AM,18,3,12,3,0,38,53,2,4
12:15:00 AM,18,3,12,1,0,40,53,2,4
12:30:00 AM,18,3,20,5,0,10,35,1,4
12:45:00 AM,18,3,12,4,1,27,44,2,4
1:00:00 AM,18,3,15,5,0,21,41,2,4
1:15:00 AM,18,3,19,2,0,30,51,2,4
1:30:00 AM,18,3,11,0,1,40,52,2,4
1:45:00 AM,18,3,15,3,0,35,53,2,4
2:00:00 AM,18,3,15,0,1,37,53,2,4
2:15:00 AM,18,3,16,2,0,37,55,2,4
2:30:00 AM,18,3,10,0,1,24,35,2,4
2:45:00 AM,18,3,12,0,1,31,44,2,4
3:00:00 AM,18,3,15,1,1,36,53,2,4
3:15:00 AM,18,3,14,5,0,17,36,2,4
3:30:00 AM,18,3,17,3,1,38,59,2,4
3:45:00 AM,18,3,19,0,0,18,37,2,4
4:00:00 AM,18,3,18,5,1,30,54,2,4
4:15:00 AM,18,3,119,12,6,4,141,2,4
4:30:00 AM,18,3,74,28,1,13,116,2,4
4:45:00 AM,18,3,101,26,10,0,137,2,4
5:00:00 AM,18,3,99,4,7,19,129,2,4
5:15:00 AM,18,3,99,18,7,5,129,2,4
5:30:00 AM,18,3,102,24,2,8,136,2,4
5:45:00 AM,18,3,50,4,6,13,73,2,4
6:00:00 AM,18,3,128,11,46,4,189,3,0
6:15:00 AM,18,3,129,39,43,0,211,3,0
6:30:00 AM,18,3,129,27,38,0,194,3,0
6:45:00 AM,18,3,113,24,22,2,161,2,0
7:00:00 AM,18,3,141,15,21,5,182,3,0
7:15:00 AM,18,3,120,22,29,1,172,3,0
7:30:00 AM,18,3,141,24,47,4,216,3,0
7:45:00 AM,18,3,149,24,33,1,207,3,0
8:00:00 AM,18,3,140,40,36,1,217,3,0
8:15:00 AM,18,3,140,20,36,0,196,3,0
8:30:00 AM,18,3,107,13,31,4,155,4,0
8:45:00 AM,18,3,141,15,32,4,192,3,0
9:00:00 AM,18,3,120,27,38,4,189,3,0
9:15:00 AM,18,3,70,14,21,5,110,2,0
9:30:00 AM,18,3,55,24,16,21,116,4,0
9:45:00 AM,18,3,52,18,22,16,108,2,0
10:00:00 AM,18,3,65,4,19,21,109,2,1
10:15:00 AM,18,3,54,10,30,28,122,4,1
10:30:00 AM,18,3,37,3,32,18,90,2,1
10:45:00 AM,18,3,23,3,37,18,81,2,1
11:00:00 AM,18,3,43,7,7,29,86,2,1
11:15:00 AM,18,3,22,6,13,24,65,2,1
11:30:00 AM,18,3,21,10,6,30,67,2,1
11:45:00 AM,18,3,48,8,11,22,89,2,1
12:00:00 PM,18,3,35,5,12,20,72,2,1
12:15:00 PM,18,3,69,5,13,22,109,2,1
12:30:00 PM,18,3,22,9,10,21,62,2,1
12:45:00 PM,18,3,46,5,9,23,83,2,1
1:00:00 PM,18,3,49,5,11,21,86,2,1
1:15:00 PM,18,3,29,18,29,20,96,2,1
1:30:00 PM,18,3,96,23,31,14,164,4,1
1:45:00 PM,18,3,100,27,23,16,166,2,1
2:00:00 PM,18,3,96,22,36,5,159,4,1
2:15:00 PM,18,3,27,26,25,15,93,2,1
2:30:00 PM,18,3,114,21,32,5,172,3,1
2:45:00 PM,18,3,74,27,34,10,145,4,1
3:00:00 PM,18,3,14,16,9,14,53,2,2
3:15:00 PM,18,3,84,30,26,10,150,4,2
3:30:00 PM,18,3,96,19,14,18,147,2,2
3:45:00 PM,18,3,40,15,28,5,88,2,2
4:00:00 PM,18,3,110,15,46,5,176,3,2
4:15:00 PM,18,3,138,39,31,7,215,3,2
4:30:00 PM,18,3,118,32,32,10,192,3,2
4:45:00 PM,18,3,142,34,38,9,223,2,2
5:00:00 PM,18,3,113,13,36,5,167,2,2
5:15:00 PM,18,3,104,29,32,7,172,3,2
5:30:00 PM,18,3,134,39,21,9,203,3,2
5:45:00 PM,18,3,107,15,48,5,175,3,2
6:00:00 PM,18,3,139,25,43,7,214,3,3
6:15:00 PM,18,3,128,20,20,6,174,3,3
6:30:00 PM,18,3,101,13,47,10,171,3,3
6:45:00 PM,18,3,105,17,13,23,158,4,3
7:00:00 PM,18,3,103,14,13,9,139,2,3
7:15:00 PM,18,3,51,23,15,13,102,2,3
7:30:00 PM,18,3,84,10,16,20,130,2,3
7:45:00 PM,18,3,97,25,19,24,165,4,3
8:00:00 PM,18,3,98,8,10,19,135,2,3
8:15:00 PM,18,3,94,13,19,25,151,4,3
8:30:00 PM,18,3,105,25,11,35,176,3,3
8:45:00 PM,18,3,74,9,13,6,102,1,3
9:00:00 PM,18,3,57,18,13,28,116,4,3
9:15:00 PM,18,3,57,14,11,33,115,4,3
9:30:00 PM,18,3,84,23,19,15,141,2,3
9:45:00 PM,18,3,105,14,16,33,168,3,3
10:00:00 PM,18,3,10,4,1,38,53,2,4
10:15:00 PM,18,3,15,1,1,29,46,2,4
10:30:00 PM,18,3,14,1,1,25,41,2,4
10:45:00 PM,18,3,20,2,0,37,59,2,4
11:00:00 PM,18,3,20,1,0,27,48,2,4
11:15:00 PM,18,3,13,1,1,18,33,2,4
11:30:00 PM,18,3,19,0,0,35,54,2,4
11:45:00 PM,18,3,14,1,1,27,43,2,4
12:00:00 AM,19,4,13,5,0,12,30,1,4
12:15:00 AM,19,4,18,5,0,12,35,1,4
12:30:00 AM,19,4,10,3,1,32,46,2,4
12:45:00 AM,19,4,14,2,0,15,31,2,4
1:00:00 AM,19,4,16,3,0,15,34,2,4
1:15:00 AM,19,4,14,2,0,25,41,2,4
1:30:00 AM,19,4,17,5,0,18,40,2,4
1:45:00 AM,19,4,13,1,0,28,42,2,4
2:00:00 AM,19,4,19,0,1,20,40,2,4
2:15:00 AM,19,4,15,4,0,40,59,2,4
2:30:00 AM,19,4,14,3,1,26,44,2,4
2:45:00 AM,19,4,15,4,0,14,33,2,4
3:00:00 AM,19,4,12,3,1,13,29,2,4
3:15:00 AM,19,4,12,4,0,31,47,2,4
3:30:00 AM,19,4,17,4,1,20,42,2,4
3:45:00 AM,19,4,12,0,1,13,26,2,4
4:00:00 AM,19,4,18,2,0,16,36,2,4
4:15:00 AM,19,4,115,16,10,13,154,2,4
4:30:00 AM,19,4,117,5,10,15,147,2,4
4:45:00 AM,19,4,92,26,8,7,133,2,4
5:00:00 AM,19,4,88,3,6,4,101,1,4
5:15:00 AM,19,4,109,11,4,3,127,2,4
5:30:00 AM,19,4,81,4,0,20,105,2,4
5:45:00 AM,19,4,118,2,5,19,144,2,4
6:00:00 AM,19,4,107,26,31,2,166,4,0
6:15:00 AM,19,4,103,11,35,5,154,4,0
6:30:00 AM,19,4,145,13,33,3,194,3,0
6:45:00 AM,19,4,143,22,37,4,206,3,0
7:00:00 AM,19,4,113,38,50,3,204,3,0
7:15:00 AM,19,4,149,10,47,3,209,3,0
7:30:00 AM,19,4,132,33,35,2,202,3,0
7:45:00 AM,19,4,119,40,41,2,202,3,0
8:00:00 AM,19,4,133,31,27,2,193,3,0
8:15:00 AM,19,4,140,20,44,4,208,3,0
8:30:00 AM,19,4,140,34,31,1,206,3,0
8:45:00 AM,19,4,128,37,50,2,217,3,0
9:00:00 AM,19,4,132,11,24,3,170,3,0
9:15:00 AM,19,4,23,8,40,27,98,2,0
9:30:00 AM,19,4,75,2,18,29,124,4,0
9:45:00 AM,19,4,99,14,33,14,160,4,0
10:00:00 AM,19,4,10,1,13,7,31,1,1
10:15:00 AM,19,4,74,21,29,26,150,4,1
10:30:00 AM,19,4,29,15,25,5,74,2,1
10:45:00 AM,19,4,50,17,38,24,129,4,1
11:00:00 AM,19,4,64,9,14,20,107,2,1
11:15:00 AM,19,4,49,5,10,21,85,2,1
11:30:00 AM,19,4,39,7,10,30,86,2,1
11:45:00 AM,19,4,68,5,5,24,102,2,1
12:00:00 PM,19,4,67,7,8,22,104,2,1
12:15:00 PM,19,4,47,8,3,25,83,2,1
12:30:00 PM,19,4,66,9,7,24,106,2,1
12:45:00 PM,19,4,46,8,3,22,79,2,1
1:00:00 PM,19,4,54,6,12,21,93,2,1
1:15:00 PM,19,4,18,16,32,18,84,2,1
1:30:00 PM,19,4,24,20,7,9,60,1,1
1:45:00 PM,19,4,113,17,16,20,166,2,1
2:00:00 PM,19,4,52,13,15,10,90,1,1
2:15:00 PM,19,4,58,26,25,18,127,2,1
2:30:00 PM,19,4,44,19,22,6,91,2,1
2:45:00 PM,19,4,8,26,34,9,77,2,1
3:00:00 PM,19,4,31,10,27,8,76,2,2
3:15:00 PM,19,4,115,24,16,5,160,2,2
3:30:00 PM,19,4,56,29,16,16,117,2,2
3:45:00 PM,19,4,7,12,33,12,64,2,2
4:00:00 PM,19,4,133,10,46,10,199,3,2
4:15:00 PM,19,4,104,31,37,6,178,3,2
4:30:00 PM,19,4,100,38,36,9,183,3,2
4:45:00 PM,19,4,127,25,37,5,194,3,2
5:00:00 PM,19,4,118,32,48,6,204,3,2
5:15:00 PM,19,4,147,19,31,8,205,3,2
5:30:00 PM,19,4,123,36,34,5,198,3,2
5:45:00 PM,19,4,111,24,25,5,165,2,2
6:00:00 PM,19,4,121,16,42,8,187,3,3
6:15:00 PM,19,4,119,38,47,7,211,3,3
6:30:00 PM,19,4,132,30,41,6,209,3,3
6:45:00 PM,19,4,52,6,12,18,88,2,3
7:00:00 PM,19,4,97,21,10,8,136,2,3
7:15:00 PM,19,4,50,16,20,31,117,4,3
7:30:00 PM,19,4,94,25,19,8,146,2,3
7:45:00 PM,19,4,66,11,18,34,129,4,3
8:00:00 PM,19,4,105,16,15,6,142,2,3
8:15:00 PM,19,4,56,23,10,18,107,2,3
8:30:00 PM,19,4,105,19,10,25,159,4,3
8:45:00 PM,19,4,60,18,11,16,105,2,3
9:00:00 PM,19,4,88,10,14,11,123,2,3
9:15:00 PM,19,4,110,6,14,23,153,4,3
9:30:00 PM,19,4,78,20,11,35,144,4,3
9:45:00 PM,19,4,105,14,10,7,136,2,3
10:00:00 PM,19,4,18,1,0,10,29,1,4
10:15:00 PM,19,4,18,1,0,27,46,2,4
10:30:00 PM,19,4,12,4,1,18,35,2,4
10:45:00 PM,19,4,15,4,1,32,52,2,4
11:00:00 PM,19,4,13,4,0,32,49,2,4
11:15:00 PM,19,4,14,4,0,15,33,2,4
11:30:00 PM,19,4,15,4,0,17,36,2,4
11:45:00 PM,19,4,14,0,1,21,36,2,4
12:00:00 AM,20,5,17,5,0,37,59,2,4
12:15:00 AM,20,5,14,4,1,12,31,1,4
12:30:00 AM,20,5,16,2,0,15,33,2,4
12:45:00 AM,20,5,13,4,1,14,32,2,4
1:00:00 AM,20,5,12,4,0,29,45,2,4
1:15:00 AM,20,5,19,4,1,30,54,2,4
1:30:00 AM,20,5,18,4,0,18,40,2,4
1:45:00 AM,20,5,18,1,1,12,32,1,4
2:00:00 AM,20,5,20,4,1,21,46,2,4
2:15:00 AM,20,5,10,2,1,20,33,2,4
2:30:00 AM,20,5,18,5,1,23,47,2,4
2:45:00 AM,20,5,16,5,1,30,52,2,4
3:00:00 AM,20,5,12,3,0,40,55,2,4
3:15:00 AM,20,5,12,2,0,40,54,2,4
3:30:00 AM,20,5,16,0,1,37,54,2,4
3:45:00 AM,20,5,15,4,1,16,36,2,4
4:00:00 AM,20,5,13,0,0,38,51,2,4
4:15:00 AM,20,5,61,5,3,14,83,2,4
4:30:00 AM,20,5,27,15,6,10,58,1,4
4:45:00 AM,20,5,74,11,5,15,105,2,4
5:00:00 AM,20,5,70,6,7,14,97,2,4
5:15:00 AM,20,5,33,6,0,11,50,1,4
5:30:00 AM,20,5,29,12,1,13,55,2,4
5:45:00 AM,20,5,69,5,7,10,91,1,4
6:00:00 AM,20,5,41,16,7,15,79,2,0
6:15:00 AM,20,5,35,11,5,11,62,1,0
6:30:00 AM,20,5,25,9,6,14,54,2,0
6:45:00 AM,20,5,65,15,1,11,92,1,0
7:00:00 AM,20,5,66,6,3,14,89,2,0
7:15:00 AM,20,5,27,6,5,15,53,2,0
7:30:00 AM,20,5,75,6,1,10,92,1,0
7:45:00 AM,20,5,54,11,4,12,81,1,0
8:00:00 AM,20,5,54,18,3,12,87,1,0
8:15:00 AM,20,5,69,8,0,14,91,2,0
8:30:00 AM,20,5,52,19,6,10,87,1,0
8:45:00 AM,20,5,66,8,0,12,86,1,0
9:00:00 AM,20,5,54,11,0,13,78,2,0
9:15:00 AM,20,5,151,48,15,3,217,3,0
9:30:00 AM,20,5,170,62,18,2,252,3,0
9:45:00 AM,20,5,134,59,11,3,207,3,0
10:00:00 AM,20,5,166,63,22,1,252,3,1
10:15:00 AM,20,5,173,64,10,2,249,3,1
10:30:00 AM,20,5,176,45,22,2,245,3,1
10:45:00 AM,20,5,162,59,27,1,249,3,1
11:00:00 AM,20,5,171,46,15,3,235,3,1
11:15:00 AM,20,5,158,44,26,2,230,3,1
11:30:00 AM,20,5,151,64,16,0,231,3,1
11:45:00 AM,20,5,162,65,14,3,244,3,1
12:00:00 PM,20,5,179,44,23,1,247,3,1
12:15:00 PM,20,5,175,59,11,3,248,3,1
12:30:00 PM,20,5,173,63,13,2,251,3,1
12:45:00 PM,20,5,144,66,11,3,224,3,1
1:00:00 PM,20,5,132,68,22,4,226,3,1
1:15:00 PM,20,5,161,50,10,0,221,3,1
1:30:00 PM,20,5,151,56,29,1,237,3,1
1:45:00 PM,20,5,168,59,24,1,252,3,1
2:00:00 PM,20,5,144,65,20,3,232,3,1
2:15:00 PM,20,5,179,63,12,2,256,3,1
2:30:00 PM,20,5,161,56,12,4,233,3,1
2:45:00 PM,20,5,134,67,12,1,214,3,1
3:00:00 PM,20,5,140,70,23,4,237,3,2
3:15:00 PM,20,5,66,29,24,1,120,2,2
3:30:00 PM,20,5,60,27,17,2,106,2,2
3:45:00 PM,20,5,89,27,10,2,128,2,2
4:00:00 PM,20,5,81,29,5,0,115,2,2
4:15:00 PM,20,5,78,22,12,1,113,2,2
4:30:00 PM,20,5,71,24,18,2,115,2,2
4:45:00 PM,20,5,50,26,9,1,86,1,2
5:00:00 PM,20,5,55,28,5,0,88,1,2
5:15:00 PM,20,5,61,20,25,1,107,2,2
